"Overdrive Link","Overdrive Name","Library Branch Name","Library Branch Link","Collection Size","No. of Ebooks","No. of Audiobooks","No. of Magazines","No. of Videos"
https://lapl.overdrive.com,"Los Angeles Public Library","Los Angeles Public Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Benjamin Franklin Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Central Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Chinatown Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Eagle Rock Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Granada Hills Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Alma Reaves Woods - Watts Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","San Pedro Regional Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Lincoln Heights Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Little Tokyo Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Sylmar Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Valley Plaza Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Washington Irving Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Echo Park Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","El Sereno Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Encino - Tarzana Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Frances Howard Goldwyn - Hollywood Regional Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Sunland - Tujunga Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Westchester - Loyola Village Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Malabar Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Mark Twain Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","North Hollywood - Amelia Earhart Regional Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Pico Union Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Angeles Mesa Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Arroyo Seco Regional Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Cahuenga Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Porter Ranch Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Sherman Oaks - Martin Pollard Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Los Feliz Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Mid-Valley Regional Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Palisades Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Canoga Park Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Harbor City - Harbor Gateway Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Hyde Park - Miriam Matthews Branch Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Jefferson Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Lake View Terrace Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Fairfax Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Platt Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Playa Vista Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Robert Louis Stevenson Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Vermont Square Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Panorama City Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Pio Pico - Koreatown Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Silver Lake Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Donald Bruce Kaufman - Brentwood Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Edendale Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Mar Vista Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Northridge Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","John C. Fremont Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://lapl.overdrive.com,"Los Angeles Public Library","Ascot Library","http://www.lapl.org",395282,320762,65902,2008,6610
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Sno-Isle Libraries","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Arlington Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Oak Harbor Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Darrington Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Freeland Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Stanwood Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Coupeville Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Camano Island Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Marysville Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Mill Creek Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Mukilteo Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Langley Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Edmonds Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Granite Falls Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Lake Stevens Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Brier Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Snohomish Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Sultan Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Clinton Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Lynnwood Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Monroe Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Mountlake Terrace Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Mariner Library","http://www.sno-isle.org",283938,204264,79127,0,546
https://sno-isle.overdrive.com,"Sno-Isle Libraries","Lakewood/Smokey Point","http://www.sno-isle.org",283938,204264,79127,0,546
https://auckland.overdrive.com,"Auckland Libraries","Auckland Libraries","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Waiheke Library","http://www.aucklandlibraries.govt.nz/",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Mt Albert Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Papatoetoe Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Tupu Youth Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Waiuku Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Wellsford War Memorial Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","St. Heliers Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Pt. Chevalier Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Glen Innes Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","East Coast Bays Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Glenfield Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Howick Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Māngere Town Centre Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Manukau Library and Research Centre Te Paerangi","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Rānui Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Whangaparaoa Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Panmure Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Remuera Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Grey Lynn Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Botany Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Great Barrier Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Highland Park Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Kumeu Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","New Lynn War Memorial Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Pukekohe Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Te Atatū Peninsula Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Titirangi Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Avondale Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Blockhouse Bay Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Leys Institute Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Mt. Roskill Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Onehunga Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Ōtāhuhu Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Parnell Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Devonport Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Helensville Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Māngere Bridge Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Māngere East Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Pakuranga Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Takapuna Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Waitakere Central Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Warkworth Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Epsom Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Central City Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Albany Village Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Birkenhead Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Glen Eden Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Mahurangi East Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://auckland.overdrive.com,"Auckland Libraries","Manurewa Library","https://www.aucklandlibraries.govt.nz",273772,219023,54002,0,747
https://clevnet.overdrive.com,"CLEVNET","Lorain Public Library - South Library Branch","http://www.lorainpubliclibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Medina County District Library - Seville Branch Library","http://mcdl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","East Cleveland Public Library - Caledonia Library Branch","http://www.ecpl.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Birchard Public Library - Woodville Library","http://www.birchard.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Huron Public Library","http://www.huronlibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Law Library","",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Wayne County Public Library - Doylestown Branch","https://www.wcpl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Wayne County Public Library - Rittman Branch","https://www.wcpl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Willoughby-Eastlake Public Library - Willoughby Hills Branch","http://we247.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Willoughby-Eastlake Public Library - Willoughby Branch","http://we247.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Twinsburg Public Library","https://www.twinsburglibrary.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Hubbard Public Library","http://www.beyond-books.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Geauga County Public Library","http://divi.geaugalibrary.net/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Hts-University Hts Public Library - Noble Neighborhood","http://heightslibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Public Library - East 131st Street","http://cpl.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Public Library - Jefferson","http://cpl.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Public Library - South Brooklyn","http://cpl.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Lorain Public Library - Avon Branch Library","http://www.lorainpubliclibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Lorain Public Library - Columbia Branch Library","http://www.lorainpubliclibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Madison Public Library","http://www.madison-library.info/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Medina County District Library - Lodi Branch Library","http://mcdl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","East Cleveland Public Library - North Library Branch","http://www.ecpl.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Shaker Heights Public Library - Bertram Woods Branch","https://shakerlibrary.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Wayne County Public Library","https://www.wcpl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Wayne County Public Library - Creston Branch","https://www.wcpl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Birchard Public Library","http://www.birchard.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Bellevue Public Library","http://www.bellevue.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Birchard Public Library - Gibsonburg Library","http://www.birchard.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Burton Public Library","http://www.burton.lib.oh.us/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Fairport Harbor Public Library","http://www.fairportlibrary.com/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Peninsula Library & Historical Society","http://peninsulalibrary.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Ritter Public Library","http://ritterpubliclibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Sandusky Library","http://www.sandusky.lib.oh.us/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Henderson Memorial Library Association","http://www.henderson.lib.oh.us/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Public Library - Addison","http://cpl.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Public Library - Lorain","http://cpl.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Cleveland Public Library - Woodland","http://cpl.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Geauga County Public Library - Bainbridge Library","http://divi.geaugalibrary.net/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Geauga County Public Library - Thompson Library","http://divi.geaugalibrary.net/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","East Cleveland Public Library","http://www.ecpl.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Elyria Public Library - Keystone Library","",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Medina County District Library - Buckeye","http://mcdl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Medina County District Library - Highland","http://mcdl.info",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Kirtland Public Library","http://www.kirtland.lib.oh.us/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Lorain Public Library","http://www.lorainpubliclibrary.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Orrville Public Library","http://www.orrville.lib.oh.us",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Wickliffe Public Library","http://wickliffepl.org/",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Eastlake Public Library","",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Bristol Public Library","http://www.bristol-libraryoh.org",248424,192971,47699,1931,5823
https://clevnet.overdrive.com,"CLEVNET","Girard Free Library","http://http:/www.girard.lib.oh.us/",248424,192971,47699,1931,5823
https://nlb.overdrive.com,"National Library Board Singapore","Pasir Ris Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Serangoon Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Woodlands Regional Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Clementi Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","library@orchard","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","National Library / Lee Kong Chian Reference Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Singapore OMSHV","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Bukit Merah Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Bukit Panjang Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Jurong West Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Marine Parade Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Toa Payoh Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Yishun Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Bedok Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Bukit Batok Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Central Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Cheng San Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","library@esplanade","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Queenstown Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Tampines Regional Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Ang Mo Kio Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Bishan Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Choa Chu Kang Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Geylang East Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","library@chinatown","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Sembawang Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","Sengkang Public Library","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nlb.overdrive.com,"National Library Board Singapore","library@harbourfront","http://www.nlb.gov.sg",233232,202338,30217,373,304
https://nypl.overdrive.com,"New York Public Library","New York Public Library","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","New York Public Library for the Performing Arts","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Eastchester Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","High Bridge Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Inwood Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","125th Street Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Aguilar Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Todt Hill-Westerleigh Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Webster Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Yorkville Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Mott Haven Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Port Richmond Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Grand Central Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Grand Concourse Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Richmondtown Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Riverdale Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Riverside Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Sedgwick Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","South Beach Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Spuyten Duyvil Branch","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Stephen A. Schwarzman","http://www.nypl.org/",225525,178987,45809,0,729
https://nypl.overdrive.com,"New York Public Library","Tremont Branch","http://www.nypl.org/",225525,178987,45809,0,729
