Overdrive Name,Overdrive Link,Country,Region,Collection Size,Ebooks,Audiobooks,Magazines
Bibliothèques publiques du N.-B. / New Brunswick Public Libraries,https://elnb-bnnb.overdrive.com,Canada,New Brunswick,37954,30018,7935,0
Tacoma Public Library,https://tacoma.overdrive.com,United States,Washington,37883,23983,9183,4716
Malta Libraries,https://maltalibraries.overdrive.com,Malta,Malta,37828,32190,995,4643
Chattahoochee Valley Libraries,https://cvl.overdrive.com,United States,Georgia,37827,24038,9028,4761
Main Library Alliance,https://mainlib.overdrive.com,United States,New Jersey,37708,20965,12027,4716
Burlington County Library System,https://burlington.overdrive.com,United States,New Jersey,37483,26610,10872,0
St. Tammany Parish Library,https://sttammany.overdrive.com,United States,Louisiana,37375,21748,10986,4641
Burlington Public Library,https://burlingtonpl.overdrive.com,Canada,Ontario,37305,25697,6900,4708
Kensington & Chelsea and Westminster Libraries,https://biboroughuk.overdrive.com,United Kingdom,London,37040,28463,3905,4672
Ayabe City Library,https://ayabe-library.overdrive.com,Japan,Kyoto,37030,32021,297,4712
New Hampshire State Library,https://nh.overdrive.com,United States,New Hampshire,36637,18002,13880,4755
Traverse Area District Library,https://tadl.overdrive.com,United States,Michigan,36561,27075,4788,4697
Yuma County Library District,https://yuma.overdrive.com,United States,Arizona,36557,31801,1,4751
Better Libraries Digital Consortium,https://glllibraries.overdrive.com,United Kingdom,England,36337,22945,8732,4659
Springfield-Greene County Library,https://springfield.overdrive.com,United States,Missouri,36194,18670,12808,4716
Arbeiterkammer,https://ak.overdrive.com,Austria,Innsbruck,36163,24537,7133,4493
Southern Tier Library System,https://stls.overdrive.com,United States,New York,36142,24175,7205,4762
Northeast Texas Digital Consortium,https://netldc.overdrive.com,United States,Texas,36006,30187,5819,0
Aurora Public Library,https://aurora.overdrive.com,United States,Colorado,35884,22276,8895,4712
East Central Regional Library,https://ecrl.overdrive.com,United States,Minnesota,35882,23008,8140,4733
Oxfordshire County Council,https://oxfordshire.overdrive.com,United Kingdom,England,35857,25793,5393,4670
Lambton County Library,https://edownload.overdrive.com,Canada,Ontario,35298,24579,6011,4708
Blue Ridge Download Consortium,https://brdc.overdrive.com,United States,Virginia,35160,23627,11533,0
Bibliotek Mellansjö,https://mellansjo.overdrive.com,Sweden,Västra Götaland,35033,27254,7779,0
Lexington County Public Library System,https://lex.overdrive.com,United States,South Carolina,34734,21430,8605,4699
Williamsburg Regional Library,https://wrl.overdrive.com,United States,Virginia,34465,27663,6800,0
Black Hills Library Digital Consortium,https://blackhills.overdrive.com,United States,South Dakota,34356,24331,10025,0
Central Rappahannock Regional Library,https://librarypoint.overdrive.com,United States,Virginia,34159,22278,11878,0
Vancouver Island Regional Library,https://virl.overdrive.com,Canada,British Columbia,34015,21925,7392,4697
"Library Connection, Inc.",https://libraryconnection.overdrive.com,United States,Connecticut,33995,19750,9582,4663
Hamilton East Public Library,https://hepl.overdrive.com,United States,Indiana,33892,20694,8524,4674
Libraries Unlimited,https://librariesunlimited.overdrive.com,United Kingdom,England,33688,23692,5253,4742
Biblioteken i Göteborg,https://gotlib.overdrive.com,Sweden,Västra Götaland,33186,23353,9833,0
Whitby Public Library,https://whitby.overdrive.com,Canada,Ontario,33072,23982,4382,4707
Lake Agassiz Regional Library,https://larl.overdrive.com,United States,Minnesota,33068,22866,5570,4632
Libraries NI,https://librariesniuk.overdrive.com,United Kingdom,Northern Ireland,32991,20954,7450,4586
Yarra Plenty Regional Library,https://yprl.overdrive.com,Australia,Victoria,32907,24118,6087,2698
Buckinghamshire Council,https://buckinghamshire.overdrive.com,United Kingdom,England,32715,27235,830,4649
White Pine Library Cooperative,https://fuelyourmind.overdrive.com,United States,Michigan,32688,21404,6598,4686
Mid-York Library System,https://midyork.overdrive.com,United States,New York,32604,20699,7231,4674
Maebashi City Library,https://library-maebashi.overdrive.com,Japan,Gunma,32475,26687,1143,4645
Ageo City Library,https://ageo-city-library.overdrive.com,Japan,Saitama,32433,32406,27,0
Edogawa City Library,https://edogawa-library-e-book-service.overdrive.com,Japan,Tokyo,32348,32348,0,0
Wake County Public Libraries,https://wakegov.overdrive.com,United States,North Carolina,32343,18552,9365,4426
Bibliotek Västra Skaraborg,https://vastraskaraborg.overdrive.com,Sweden,Västra Götaland,32308,23878,8430,0
Mid-Hudson Library System,https://mhls.overdrive.com,United States,New York,31946,20537,6696,4712
Same Page Libraries,https://samepage.overdrive.com,Canada,Nova Scotia,31871,22907,4292,4672
Martin County Public Library,https://martin.overdrive.com,United States,Florida,31740,17408,9593,4739
St. Johns County Public Library,https://sjcpls.overdrive.com,United States,Florida,31689,21849,5169,4670
Norfolk Public Library,https://norfolk-va.overdrive.com,United States,Virginia,31566,26332,5232,0
Jackson District Library,https://myjdl.overdrive.com,United States,Michigan,31534,22688,8845,0
Citrus County Library System,https://citrus.overdrive.com,United States,Florida,31464,22755,3947,4761
Henderson Libraries,https://hendersonlibraries.overdrive.com,United States,Nevada,31433,22334,9098,0
Kokubunji City Library,https://kokubunji-city-lib.overdrive.com,Japan,Tokyo,31430,31430,0,0
Hong Kong Public Libraries (HKPL),https://hkpl.overdrive.com,Hong Kong,Hong Kong,31296,27490,307,3499
Alliance Digital Media Library,https://alliance.overdrive.com,United States,Illinois,31270,26746,4524,0
Newfoundland & Labrador Public Libraries,https://elibrary.overdrive.com,Canada,Newfoundland and Labrador,31239,26268,4971,0
Lincolnshire Libraries,https://lincolnshirelibraries.overdrive.com,United Kingdom,England,31218,20884,5673,4660
Brantford Public Library,https://brantford.overdrive.com,Canada,Ontario,31148,19849,6604,4694
Forsyth County Public Library,https://forsyth.overdrive.com,United States,Georgia,31128,17929,8459,4738
Municipal Library Consortium of St. Louis County,https://mlcstl.overdrive.com,United States,Missouri,30966,17629,8575,4760
Ocean City Free Public Library,https://oceancity.overdrive.com,United States,New Jersey,30857,20832,5358,4667
Alexandria Library,https://alexandria.overdrive.com,United States,Virginia,30541,22925,7615,0
City of Ryde Library,https://ryde.overdrive.com,Australia,New South Wales,30300,23812,1754,4734
Across Colorado Digital Consortium,https://coloradodc.overdrive.com,United States,Colorado,30271,22605,7666,0
Brighton & Hove City Libraries,https://brightonhovegb.overdrive.com,United Kingdom,England,30141,25667,818,3655
Everett Public Library,https://everett.overdrive.com,United States,Washington,30134,18169,7239,4725
Rolling Prairie Digital Consortium,https://rpls.overdrive.com,United States,Illinois,30074,26065,4009,0
Birmingham Libraries,https://birmingham-uk.overdrive.com,United Kingdom,England,30033,25280,2712,2040
Essex County Library,https://essexca.overdrive.com,Canada,Ontario,29985,17076,8169,4739
Jericho Public Library,https://jericholibrary.overdrive.com,United States,New York,29879,23425,6453,0
La Vergne Public Library,https://lavergnelibrary.overdrive.com,United States,Tennessee,29698,29112,586,0
Westbank Community Library District,https://westbanklibrary.overdrive.com,United States,Texas,29649,19060,5875,4713
Prince William Public Library System,https://princewilliam.overdrive.com,United States,Virginia,29559,22467,7090,0
Kern County Library,https://kern.overdrive.com,United States,California,29488,23910,5578,0
Princeton Public Library,https://princetonlibrary.overdrive.com,United States,New Jersey,29467,19891,4867,4708
Solna Stadsbibliotek,https://solna.overdrive.com,Sweden,Stockholm,29465,23100,6365,0
Reading District Libraries,https://reading.overdrive.com,United States,Pennsylvania,29284,22880,6404,0
Finger Lakes Library System,https://flls.overdrive.com,United States,New York,29164,20231,8933,0
Clinton-Macomb Public Library,https://cmpl.overdrive.com,United States,Michigan,29113,17601,6798,4714
Iredell County Library,https://iredell.overdrive.com,United States,North Carolina,29065,19024,5299,4736
Southern California Digital Library,https://scdl.overdrive.com,United States,California,29034,22213,6821,0
Santa Monica Public Library,https://santamonica.overdrive.com,United States,California,29031,16232,8040,4759
Listen Eastern West Virginia,https://listeneasternwv.overdrive.com,United States,West Virginia,28896,15839,8365,4690
Tampa Bay Library Consortium,https://tblc.overdrive.com,United States,Florida,28772,22720,6052,0
Woodlands Library Cooperative,https://woodlands.overdrive.com,United States,Michigan,28681,18064,5941,4676
Shortgrass Library System,https://shortgrass.overdrive.com,Canada,Alberta,28631,19249,4653,4729
Kirklees Libraries,https://kirklees.overdrive.com,United Kingdom,Yorkshire and the Humber,28528,24478,4049,0
South Texas Library System,https://southtexas.overdrive.com,United States,Texas,28394,23306,5088,0
Southern Virginia Libraries United Electronically,https://sovalue.overdrive.com,United States,Virginia,28375,23073,5301,0
Central Texas Digital Consortium,https://ctdl.overdrive.com,United States,Texas,28215,21291,6924,0
Leicester Libraries,https://leicesteruk.overdrive.com,United Kingdom,England,28168,21379,2125,4663
Northeast Pennsylvania Digital Library,https://nepadl.overdrive.com,United States,Pennsylvania,28139,20885,7254,0
Pamunkey Regional Library,https://prl.overdrive.com,United States,Virginia,28019,24303,3714,0
Serra Cooperative Library System,https://serra.overdrive.com,United States,California,27655,15631,7272,4752
High Plains Library District,https://highplains.overdrive.com,United States,Colorado,27602,19042,8559,0
Harnosands Bibliotek,https://harnosand.overdrive.com,Sweden,Västernorrland,27591,21806,5785,0
LION: Libraries Online,https://lion.overdrive.com,United States,Connecticut,27560,16448,6445,4667
Bücherhallen Hamburg,https://elibraryhh.overdrive.com,Germany,Hamburg,27444,10623,12136,4684
IDEA by ICfL,https://idea.overdrive.com,United States,Idaho,27383,22387,4996,0
Leisure and Culture Dundee,https://dundeecity.overdrive.com,United Kingdom,Scotland,27238,20982,1621,4633
Lawrence Public Library,https://lawrencepl.overdrive.com,United States,Kansas,27001,17905,9095,0
Lincs Inspire Libraries,https://lincsinspireuk.overdrive.com,United Kingdom,England,26832,20435,1675,4721
York County Library,https://yclibrary.overdrive.com,United States,South Carolina,26711,16305,5737,4665
Hornsby Shire Library & Information Service,https://hornsby.overdrive.com,Australia,New South Wales,26636,19099,2859,4677
Logan City Council,https://logan.overdrive.com,Australia,Queensland,26444,16728,5114,4601
Aubora OverDrive,https://aubora.overdrive.com,Switzerland,Switzerland,26332,15658,5941,4733
Stockton-San Joaquin County Public Library,https://ssjcpl.overdrive.com,United States,California,26249,14040,7446,4761
Whitehorse Manningham Regional Library Corporation,https://wml.overdrive.com,Australia,Victoria,26173,24101,2071,0
Fort Bend County Libraries,https://fortbend.overdrive.com,United States,Texas,26078,17644,8434,0
Uji City Library,https://ujicity-library.overdrive.com,Japan,Kyoto,26054,26023,31,0
Moonee Valley Libraries,https://mooneevalley.overdrive.com,Australia,Victoria,25890,21017,2458,2413
Vaughan Public Libraries,https://vaughanpl.overdrive.com,Canada,Ontario,25767,14610,6443,4713
"Bibliomation, Inc.",https://bibliomation.overdrive.com,United States,Connecticut,25707,16442,4505,4760
Darien Library,https://darien.overdrive.com,United States,Connecticut,25649,17040,3920,4684
Mary Riley Styles Public Library,https://mrspl.overdrive.com,United States,Virginia,25542,18212,7329,0
Seminole County Public Library System,https://semcofl.overdrive.com,United States,Florida,25518,18990,6528,0
Hancock County Library System,https://hancock.overdrive.com,United States,Mississippi,25457,18307,2422,4727
Suffolk Libraries,https://suffolklibraries.overdrive.com,United Kingdom,England,25446,21397,4047,0
Mohave County Library District,https://mohave.overdrive.com,United States,Arizona,25427,14103,6578,4746
Alingsås Library,https://alingsas.overdrive.com,Sweden,Västra Götaland,25263,20229,5034,0
Yorba Linda Public Library,https://ylpl.overdrive.com,United States,California,25252,18515,6737,0
eBranch2Go,https://ebranch2go.overdrive.com,United States,Pennsylvania,25233,14846,5665,4722
Carbon Lehigh Downloadable Library,https://cldl.overdrive.com,United States,Pennsylvania,25210,16893,3556,4761
Northern Beaches Libraries,https://northernbeacheslibraries.overdrive.com,Australia,New South Wales,24999,15605,4640,4754
Thousand Oaks Library System,https://tolibrary.overdrive.com,United States,California,24880,15431,4766,4679
Colsubsidio,https://bibliotecacolsubsidio.overdrive.com,Colombia,Distrito Capital de Bogotá,24818,19772,412,4634
Bayern Digital Consortium,https://badico.overdrive.com,Germany,Germany,24789,16835,3295,4659
Santa Barbara Public Library,https://santabarbara.overdrive.com,United States,California,24749,12612,7450,4686
Roanoke Valley Libraries,https://rvl.overdrive.com,United States,Virginia,24686,18692,5990,0
Suburban Library Cooperative,https://slc.overdrive.com,United States,Michigan,24680,16240,3765,4675
Surrey County Council,https://surreycountyuk.overdrive.com,United Kingdom,England,24653,17673,3806,3173
Penrith City Library,https://penrith.overdrive.com,Australia,New South Wales,24646,14416,5525,4705
Chinook Arch Regional Library System,https://chinookarch.overdrive.com,Canada,Alberta,24520,20152,4367,0
North Texas Libraries on the Go,https://ntrls.overdrive.com,United States,Texas,24354,15144,9210,0
Obihiro City Library,https://obihirocity.overdrive.com,Japan,Hokkaido,24323,24217,106,0
West Texas Digital Consortium,https://westtexas.overdrive.com,United States,Texas,24284,20865,3419,0
Nevada Library Cooperative,https://silverstarcoop.overdrive.com,United States,Nevada,24154,16992,7162,0
Avalon Free Public Library,https://avalonfreelibrary.overdrive.com,United States,New Jersey,23947,19958,3989,0
Bartow County Library System,https://bartowlibrary.overdrive.com,United States,Georgia,23867,14891,4279,4697
Redland City Library Service,https://redlandqld.overdrive.com,Australia,Queensland,23855,14856,4279,4720
Sheffield Libraries,https://sheffielduk.overdrive.com,United Kingdom,England,23775,18915,2698,2161
Collier County Public Library,https://collier.overdrive.com,United States,Florida,23571,17445,6126,0
Great Lakes Digital Libraries,https://gldl.overdrive.com,United States,Michigan,23522,13736,5060,4726
Gwinnett County Public Library,https://gwinnett.overdrive.com,United States,Georgia,23497,17355,6140,0
Fullerton Public Library,https://fullerton.overdrive.com,United States,California,23446,14899,3816,4731
Volusia County Public Library,https://volusia.overdrive.com,United States,Florida,23368,23332,35,0
Flint Public Library,https://flint.overdrive.com,United States,Michigan,23305,12665,5942,4697
Central PA Libraries,https://centralpalibraries.overdrive.com,United States,Pennsylvania,23250,17545,5705,0
Chautauqua-Cattaraugus Library System,https://ccls.overdrive.com,United States,New York,23194,17425,5768,0
Yolo County Library,https://yolocounty.overdrive.com,United States,California,23152,16600,6552,0
Tom Green County Library System,https://tgclibrary.overdrive.com,United States,Texas,23143,12602,5827,4713
Carnegie-Stout Public Library,https://dubuque.overdrive.com,United States,Iowa,23021,14796,8224,0
Chattanooga Public Library,https://chcbl.overdrive.com,United States,Tennessee,22937,14509,8428,0
Orland Park Public Library,https://orlandparklibrary.overdrive.com,United States,Illinois,22914,15270,2962,4682
St. Albert Public Library,https://sapl.overdrive.com,Canada,Alberta,22910,15565,2617,4727
Aberdeenshire Library and Information Service,https://aberdeenshirelibraries.overdrive.com,United Kingdom,Scotland,22894,19209,3684,0
Piney Woods Digital Consortium,https://pwdl.overdrive.com,United States,Texas,22842,20481,2361,0
London Borough of Barnet,https://barnet.overdrive.com,United Kingdom,England,22823,16500,1729,4593
Sutherland Shire Council,https://sutherland.overdrive.com,Australia,New South Wales,22683,12312,5713,4657
Detroit Public Library,https://detroitpubliclibrary.overdrive.com,United States,Michigan,22641,12613,5335,4692
Cooperative Information Network,https://cin.overdrive.com,United States,Idaho,22571,16733,5838,0
York County Libraries,https://ycl.overdrive.com,United States,Pennsylvania,22530,17689,4841,0
PALS Plus NJ OverDrive Library,https://palsplus.overdrive.com,United States,New Jersey,22384,14480,3188,4716
Glasgow Libraries,https://glasgow.overdrive.com,United Kingdom,Scotland,22335,14910,2742,4683
Sunnyvale Public Library,https://sunnyvale.overdrive.com,United States,California,22294,14506,3026,4761
Bibliothèques Montréal,https://bibliomontreal.overdrive.com,Canada,Quebec,22289,21030,1259,0
Westchester Public Library,https://wpl.overdrive.com,United States,Indiana,22284,14540,3029,4714
Mohawk Valley Library System,https://mvls.overdrive.com,United States,New York,22188,12599,4883,4706
National Library of Malaysia,https://pnm.overdrive.com,Malaysia,Federal Territory of Kuala Lumpur,22132,19385,1087,1660
New Mexico Library To Go,https://nm.overdrive.com,United States,New Mexico,22022,15754,6268,0
Southwest Michigan Digital Library,https://smdl.overdrive.com,United States,Michigan,21924,17043,4881,0
Lone Star Digital Library,https://lonestardigitalibrary.overdrive.com,United States,Texas,21788,17732,4056,0
Eastern Oklahoma Library System,https://eodls.overdrive.com,United States,Oklahoma,21735,11990,5076,4667
Stadtbibliothek Bielefeld,https://stbbielefeld.overdrive.com,Germany,North Rhine-Westphalia,21692,21528,164,0
Metro Library Network,https://mln.overdrive.com,United States,Iowa,21500,10044,6714,4742
Sabah State Library,https://sabah.overdrive.com,Malaysia,Sabah,21428,18277,3151,0
Dun Laoghaire-Rathdown County Council Public Library Service,https://dlrcoco.overdrive.com,Ireland,Leinster,21380,12294,4493,4591
The Ferguson Library,https://stamford.overdrive.com,United States,Connecticut,21378,14395,2230,4752
Pasadena Public Library,https://pasadena.overdrive.com,United States,California,21294,11538,4992,4761
York County Public Library,https://yorkcountyva.overdrive.com,United States,Virginia,21290,17228,4060,0
Digi Tosho Shinshu,https://shinshu-kyodo-library.overdrive.com,Japan,Nagano,21198,21112,86,0
Cochise County Library District,https://ccld.overdrive.com,United States,Arizona,21125,13179,3304,4642
Indian River County Library,https://irclibrary.overdrive.com,United States,Florida,21060,13775,2578,4707
Santa Ana Public Library,https://santaanapubliclibrary.overdrive.com,United States,California,20838,15162,908,4761
Camarillo Public Library,https://camdigital.overdrive.com,United States,California,20749,11514,4473,4760
East Bonner County Library District,https://ebonnerlibrary.overdrive.com,United States,Idaho,20694,11737,8955,0
Chesapeake Public Library System,https://chesapeake.overdrive.com,United States,Virginia,20691,13677,7009,0
City of London Libraries,https://cityoflondonuk.overdrive.com,United Kingdom,London,20662,13800,2219,4642
New Canaan Library,https://newcanaanlibrary.overdrive.com,United States,Connecticut,20625,13186,2680,4758
Western Plains Library System,https://wplibs.overdrive.com,United States,Oklahoma,20480,12334,3394,4752
Great River Regional Library,https://griver.overdrive.com,United States,Minnesota,20422,12981,7441,0
Liverpool Libraries and Information Service,https://liverpool.overdrive.com,United Kingdom,England,20405,16515,3889,0
Idaho Digital Consortium,https://idahodigital.overdrive.com,United States,Idaho,20260,9631,5913,4716
Fairfield Public Library,https://fairfield.overdrive.com,United States,Connecticut,20196,11004,4508,4683
Plymouth Library Services,https://plymouthuk.overdrive.com,United Kingdom,England,20154,18690,1273,191
Lake County Library System,https://mylakelibrary.overdrive.com,United States,Florida,20116,17581,2535,0
Sunshine Coast Libraries,https://scl.overdrive.com,Australia,Queensland,20087,9302,6035,4750
Library System of Lancaster County,https://lancasterlibraries.overdrive.com,United States,Pennsylvania,19990,15018,4972,0
Palos Verdes Library District,https://pvld.overdrive.com,United States,California,19987,12538,2685,4761
Kanda Town Library,https://kanda-library.overdrive.com,Japan,Fukuoka,19959,15207,24,4728
Red de Bibliotecas de CCF Comfenalco Antioquia,https://bibliotecascomfenalcoantioquia.overdrive.com,Colombia,Antioquia,19925,19712,213,0
Cambridgeshire County Council,https://cambridgeshirelibraries.overdrive.com,United Kingdom,England,19890,16468,2736,685
Cabarrus County Public Library,https://cabconc.overdrive.com,United States,North Carolina,19835,8472,6650,4712
Ascension Parish Library,https://myapl.overdrive.com,United States,Louisiana,19812,15118,0,4693
Livermore Public Library,https://livermore.overdrive.com,United States,California,19752,11039,3953,4759
Kaga City Library,https://kagacitydigitallibrary.overdrive.com,Japan,Ishikawa,19685,14966,1,4718
Union County Library,https://unioncounty.overdrive.com,United States,North Carolina,19679,11698,3293,4686
Dorchester County Library System,https://dorchesterlibrarysc.overdrive.com,United States,South Carolina,19651,12079,2819,4752
Lubbock Public Library,https://lubbock.overdrive.com,United States,Texas,19607,9673,5230,4704
Ryugasaki Public Library,https://ryutosho.overdrive.com,Japan,Ibaraki,19569,19513,56,0
Monroe County Public Library,https://keyslibraries.overdrive.com,United States,Florida,19536,14695,4839,0
Jersey City Free Public Library,https://jclibrary.overdrive.com,United States,New Jersey,19526,13299,1513,4713
Libraries of Stevens County,https://thelosc.overdrive.com,United States,Washington,19489,14121,5368,0
Biblioteken i Härryda kommun,https://harryda.overdrive.com,Sweden,Västra Götaland,19446,15604,3842,0
Seneca District Libraries,https://senecalibraries.overdrive.com,United States,Pennsylvania,19435,13332,1360,4740
Comfandi,https://bibliotecacomfandi.overdrive.com,Colombia,Valle del Cauca,19422,19235,187,0
Tulare County Library,https://tularecounty.overdrive.com,United States,California,19392,14050,5342,0
Bay County Library System,https://baycountylibrary.overdrive.com,United States,Michigan,19390,11587,3125,4677
Wood Buffalo Regional Library,https://wbrl.overdrive.com,Canada,Alberta,19357,11203,3427,4727
Yame City Library,https://yamecity-lib.overdrive.com,Japan,Tokyo,19322,14551,119,4652
Muskingum County Library System,https://muskingum.overdrive.com,United States,Ohio,19269,15041,4228,0
Libraries ACT,https://act.overdrive.com,Australia,Australian Capital Territory,19202,10940,3541,4720
Nioga Library System,https://nioga.overdrive.com,United States,New York,19193,12856,1603,4734
Warren-Trumbull County Public Library,https://wtcpl.overdrive.com,United States,Ohio,19173,15727,3445,0
Beaumont Public Library System,https://bpls.overdrive.com,United States,Texas,19157,15231,3926,0
Edinburgh Libraries,https://edinburgh.overdrive.com,United Kingdom,Scotland,19024,10531,3776,4716
Uichang Library,https://cwcl.overdrive.com,South Korea,South Korea,18835,18712,123,0
eReolen Global,https://ereolenglobal.overdrive.com,Denmark,Denmark,18829,11491,7006,331
Tri-Parish E-Library,https://triparish.overdrive.com,United States,Louisiana,18712,16854,1858,0
North Mankato Taylor Library,https://northmankato.overdrive.com,United States,Minnesota,18631,11684,2225,4722
Viking Library System,https://vikingdigitallibrary.overdrive.com,United States,Minnesota,18606,10509,3335,4762
Katrineholms Bibliotek,https://katrineholmsbibliotek.overdrive.com,Sweden,Södermanland,18587,14939,3648,0
Georges River Council Library,https://georgesriver.overdrive.com,Australia,New South Wales,18508,10906,2845,4757
Kingston Frontenac Public Library,https://kfpl.overdrive.com,Canada,Ontario,18487,11291,2482,4714
Manatee County Public Library System,https://mymanatee.overdrive.com,United States,Florida,18326,13899,4427,0
Free State Public Library System,https://fselibrary.overdrive.com,South Africa,Free State,18298,18298,0,0
East Sussex County Council,https://eastsussexlibrary.overdrive.com,United Kingdom,England,18239,9793,3770,4675
Manassas Park City Library,https://manassasva.overdrive.com,United States,Virginia,18143,17451,690,0
Sanjo City Library,https://sanjo-digital-lib.overdrive.com,Japan,Niigata,18141,13303,95,4743
Southeast Florida Library Association,https://sefl-municipal.overdrive.com,United States,Florida,18128,11528,1890,4710
Southern Adirondack Library System,https://salon.overdrive.com,United States,New York,18016,9289,4015,4712
Lerums Bibliotek,https://lerum.overdrive.com,Sweden,Västra Götaland,17994,14009,3985,0
Sandhill Regional Library System,https://srlsinfo.overdrive.com,United States,North Carolina,17980,12142,1077,4761
Newport News Public Library System,https://nnpls.overdrive.com,United States,Virginia,17906,13865,4037,0
Murray Library,https://murraylibrary.overdrive.com,United States,Utah,17882,12157,5725,0
Logansport-Cass County Public Library,https://lccpl.overdrive.com,United States,Indiana,17842,16515,1327,0
Richmond Public Library,https://richmondpubliclibrary.overdrive.com,United States,Virginia,17828,15346,2481,0
Nelson Mandela Bay Municipality,https://nmbm.overdrive.com,South Africa,Eastern Cape,17783,13875,3908,0
Burbank Public Library,https://burbank.overdrive.com,United States,California,17773,8932,4085,4755
Coquitlam Public Library,https://coqlibrary.overdrive.com,Canada,British Columbia,17584,10546,2340,4697
Ayase Municipal Library,https://ayase.overdrive.com,Japan,Kanagawa,17452,17440,12,0
Grace A. Dow Memorial Library,https://midland-mi.overdrive.com,United States,Michigan,17444,10294,2475,4674
Kanra Town Library,https://rarakanra-library.overdrive.com,Japan,Gunma,17413,12889,0,4524
Flagstaff City-Coconino County Public Library,https://cocolib.overdrive.com,United States,Arizona,17409,10078,2585,4746
Richardson Public Library,https://richardson.overdrive.com,United States,Texas,17400,13949,3451,0
Four County Library System,https://fourcounty.overdrive.com,United States,New York,17329,9553,3019,4757
Stratford Library Association,https://stratford.overdrive.com,United States,Connecticut,17275,14890,2385,0
Torrance Public Library,https://torrance.overdrive.com,United States,California,17220,9144,3350,4726
Norwalk Public Library,https://norwalk.overdrive.com,United States,Connecticut,17072,11221,1088,4758
Winter Park Public Library,https://winterparklibrary.overdrive.com,United States,Florida,16987,9117,3124,4746
The Hills Library Service,https://thehills.overdrive.com,Australia,New South Wales,16953,11916,4164,873
San Leandro Public Library,https://sanleandrolibrary.overdrive.com,United States,California,16924,9239,2924,4760
Fremont Public Library,https://fremont.overdrive.com,United States,Illinois,16897,12972,3924,0
Itako Public Library,https://itako-public.overdrive.com,Japan,Ibaraki,16822,16776,46,0
Los Alamos County Library System,https://lacnm.overdrive.com,United States,New Mexico,16725,8170,3862,4692
Round Rock Public Library System,https://roundrock.overdrive.com,United States,Texas,16710,12148,4562,0
Palm Springs Public Library,https://palmspringslibrary.overdrive.com,United States,California,16665,8157,3754,4752
Portage County District Library,https://portagelibrary.overdrive.com,United States,Ohio,16520,12373,4146,0
London Borough of Bexley,https://bexley.overdrive.com,United Kingdom,England,16383,10501,1222,4659
Sun City West - R. H. Johnson Library,https://scw.overdrive.com,United States,Arizona,16304,9252,2294,4752
Prince Edward Island Public Library Service,https://peipls.overdrive.com,Canada,Prince Edward Island,16288,12125,4163,0
Kumagaya City Library,https://kumagayacity.overdrive.com,Japan,Saitama,16234,16197,37,0
Traverse des Sioux Library Cooperative,https://tds.overdrive.com,United States,Minnesota,16194,10791,5403,0
Calderdale Council,https://calderdaleuk.overdrive.com,United Kingdom,England,16147,8025,3383,4739
Kiyose City Library,https://library-kiyose.overdrive.com,Japan,Tokyo,16141,16139,2,0
West Sussex County Council,https://westsussexuk.overdrive.com,United Kingdom,England,16050,12193,2361,1495
GEH-online,https://geh-online.overdrive.com,Germany,Germany,16026,9923,1394,4709
Royal Borough of Windsor & Maidenhead,https://rbwm.overdrive.com,United Kingdom,England,15982,13792,1453,735
Compensar,https://bibliotecadigitalcompensar.overdrive.com,Colombia,Antioquia,15857,15803,54,0
Upper North Island,https://novel.overdrive.com,New Zealand,North Island,15824,12112,3712,0
Abilene Public Library,https://abilenetx.overdrive.com,United States,Texas,15810,11453,4355,0
Westmoreland eBook Network,https://westmoreland.overdrive.com,United States,Pennsylvania,15590,12352,3233,0
Plum Creek Library System,https://plumcreeklibrary.overdrive.com,United States,Minnesota,15586,12233,3353,0
Cumberland Council Libraries,https://cumberland.overdrive.com,Australia,Cumberland,15501,9822,930,4749
Guernsey Public Library,https://guernseypublic.overdrive.com,United Kingdom,Guernsey,15436,9885,795,4751
Rio Rancho Public Library,https://riopl.overdrive.com,United States,New Mexico,15422,10791,4630,0
Apache County Library District,https://acld.overdrive.com,United States,Arizona,15420,8442,2243,4735
Kurth Memorial Library,https://kurthmemorial.overdrive.com,United States,Texas,15364,14647,716,0
Bermuda National Library,https://bnl.overdrive.com,Bermuda,Hamilton,15317,8952,1729,4634
Riverside County Library System,https://iedigital.overdrive.com,United States,California,15265,12351,2913,0
Oil Creek Library District,https://oilcreek.overdrive.com,United States,Pennsylvania,15190,9911,1514,3763
Wood County District Public Library,https://wcdpl.overdrive.com,United States,Ohio,15167,11935,3232,0
Valnet,https://valnet.overdrive.com,United States,Idaho,15165,7353,7811,0
Craven-Pamlico Regional Library,https://cpcregional.overdrive.com,United States,North Carolina,15146,8104,2368,4673
Pioneerland Library System,https://pioneerland.overdrive.com,United States,Minnesota,15115,9734,2572,2809
Southeast Oklahoma Library System,https://southeasternok.overdrive.com,United States,Oklahoma,15080,12431,2647,0
Richmond Public Library,https://richmondlibrary.overdrive.com,United States,California,15069,8043,2345,4681
Bedford Borough and Central Bedfordshire,https://bedfordshireuk.overdrive.com,United Kingdom,England,15048,6918,3454,4675
Queensland Regional OverDrive Consortium,https://qroc.overdrive.com,Australia,Queensland,14954,8714,1518,4722
Yukon Public Libraries,https://yukon.overdrive.com,Canada,Yukon,14951,8483,1731,4737
OverDrive Rheinland-Pfalz,https://rlp.overdrive.com,Germany,Germany,14946,9771,546,4628
