Overdrive Name,Overdrive Link,Country,Region,Collection Size,Ebooks,Audiobooks,Magazines
Carmarthenshire County Council,https://carmarthenshire.overdrive.com,United Kingdom,Wales,4822,145,12,4662
Neath Port Talbot Libraries,https://nptuk.overdrive.com,United Kingdom,Wales,4820,145,12,4662
Gwynedd Libraries,https://gwynedduk.overdrive.com,United Kingdom,Wales,4820,145,12,4662
Denbighshire Libraries,https://denbighshireuk.overdrive.com,United Kingdom,Wales,4820,145,12,4662
Torfaen County Borough Library,https://torfaenuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Rhondda-Cynon-Taf County Borough Libraries,https://rctcbcuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Powys County Council,https://powysuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Pembrokeshire Libraries,https://pembrokeshire.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Newport City Council,https://newportuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Monmouthshire Libraries,https://monmouthshire.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Isle of Anglesey County Council - Llangefni Library,https://angleseyuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Caerphilly Library Service,https://caerphillyuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Awen Cultural Trust,https://awenculturaluk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Aneurin Leisure Trust,https://aneurinuk.overdrive.com,United Kingdom,Wales,4819,145,12,4662
Gary Public Library,https://gplebooks.overdrive.com,United States,Indiana,4818,3882,936,0
Conwy Library & Information Service,https://conwyuk.overdrive.com,United Kingdom,Wales,4807,145,0,4662
South West Zone,https://southwestzone.overdrive.com,Australia,New South Wales,4772,12,6,4754
Hamilton City Libraries,https://hamiltonnz.overdrive.com,New Zealand,Waikato,4753,145,13,4595
Glen Eira Libraries,https://gleneira.overdrive.com,Australia,Victoria,4750,0,0,4749
Mornington Peninsula Libraries,https://mornpen.overdrive.com,Australia,Victoria,4747,0,0,4746
Galway Public Library,https://galwayie.overdrive.com,Ireland,Connaught,4747,147,7,4592
Fingal County Library,https://fingalcountyie.overdrive.com,Ireland,Dublin,4747,147,7,4591
Wicklow County Library,https://wicklowie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Waterford City & County Libraries,https://waterfordlib.overdrive.com,Ireland,Munster,4746,147,7,4591
Tipperary Public Library,https://tipperaryie.overdrive.com,Ireland,Munster,4746,147,7,4591
South Dublin Libraries,https://southdublinie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Sligo County Council,https://sligocountyie.overdrive.com,Ireland,Connaught,4746,147,7,4591
Offaly County Library,https://offalycountyie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Monaghan County Libraries,https://monaghanie.overdrive.com,Ireland,Ulster,4746,147,7,4591
Meath County Library,https://meathcountyie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Mayo County Library,https://mayocountyie.overdrive.com,Ireland,Connaught,4746,147,7,4591
Louth County Library,https://louthcounty.overdrive.com,Ireland,Leinster,4746,147,7,4591
Longford County Library,https://longfordcounty.overdrive.com,Ireland,Leinster,4746,147,7,4591
Leitrim County Library,https://leitrimcountyie.overdrive.com,Ireland,Connaught,4746,147,7,4591
Laois County Library,https://laoiscountyie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Kilkenny County Library,https://kilkennyie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Kildare County Council Library and Arts Service,https://kildareie.overdrive.com,Ireland,Leinster,4746,147,7,4591
Kerry Library,https://kerryie.overdrive.com,Ireland,Munster,4746,147,7,4591
Donegal County Library,https://donegalcountyie.overdrive.com,Ireland,Ulster,4746,147,7,4591
Cork County Library,https://corkcountyie.overdrive.com,Ireland,Munster,4746,147,7,4591
Cork City Library,https://corkcityie.overdrive.com,Ireland,Munster,4746,147,7,4591
Clare County Library,https://clarecounty.overdrive.com,Ireland,Munster,4746,147,7,4591
Cavan County Libraries,https://cavancounty.overdrive.com,Ireland,Ulster,4746,147,7,4591
Rotorua Library,https://rotorua.overdrive.com,New Zealand,North Island,4742,145,13,4584
Bibliotheque de Brossard,https://bibliobrossard.overdrive.com,Canada,Quebec,4742,0,0,4742
Phillipsburg Free Public Library,https://phillipsburgnj.overdrive.com,United States,New Jersey,4721,0,0,4721
Knox County Public Library,https://kcpl.overdrive.com,United States,Indiana,4721,3871,850,0
Kingston Libraries,https://kingstonvic.overdrive.com,Australia,Victoria,4721,0,0,4720
Monash Public Library Service,https://monlibvic.overdrive.com,Australia,Melbourne,4720,0,0,4720
Latrobe City Library,https://latrobevic.overdrive.com,Australia,Victoria,4712,0,0,4711
Goulburn Valley Regional Library Corporation,https://gvrlc.overdrive.com,Australia,Victoria,4712,0,0,4711
City of Commerce Public Library,https://commerceca.overdrive.com,United States,California,4711,0,0,4710
Kwa-Zulu Natal Provincial Library Services,https://kznpls.overdrive.com,South Africa,Kwazulu-Natal,4689,4564,125,0
Western Isles Libraries,https://cne-siar.overdrive.com,United Kingdom,Scotland,4683,182,14,4487
Warwickshire Library and Information Service,https://warwickshiregb.overdrive.com,United Kingdom,England,4678,0,0,4677
Zentralbibliothek PURA,https://pura.overdrive.com,Switzerland,Zürich,4667,0,0,4667
Abashiri City Library,https://abashiri-library.overdrive.com,Japan,Hokkaido,4664,4663,1,0
Nambucca Valley Council Libraries,https://nambucca.overdrive.com,Australia,New South Wales,4661,0,0,4661
East Ayrshire Libraries,https://eastayrshireuk.overdrive.com,United Kingdom,Scotland,4640,0,0,4639
Solihull Metropolitan Borough Council,https://solihulluk.overdrive.com,United Kingdom,England,4634,0,0,4633
Derby City Council,https://derbycitygb.overdrive.com,United Kingdom,England,4618,0,0,4617
Nottingham City Libraries,https://nottinghamcity.overdrive.com,United Kingdom,England,4617,0,0,4616
Rutland Library Service,https://rutlanduk.overdrive.com,United Kingdom,England,4614,0,0,4613
Cheshire Libraries,https://cheshire.overdrive.com,United Kingdom,England,4594,0,0,4594
Réseau BIBLIO CQLM,https://simbacqlm.overdrive.com,Canada,Quebec,4560,4374,186,0
Zula Bryant Wylie Library,https://zulabryantwylie.overdrive.com,United States,Texas,4557,3385,1172,0
Ningbo Library (宁波图书馆),https://nblib.overdrive.com,China,China,4528,4245,283,0
Middletown Public Library,https://middletown.overdrive.com,United States,Rhode Island,4523,585,35,3902
Libraries West,https://librarieswestuk.overdrive.com,United Kingdom,England,4498,3314,1184,0
Pohjoisen eKirjasto,https://pek.overdrive.com,Finland,Finland,4467,2580,1887,0
Biblioteca Luis Ángel Arango,https://banrepcultural.overdrive.com,Colombia,Distrito Capital de Bogotá,4461,4048,413,0
South Gloucestershire Libraries,https://southglosuk.overdrive.com,United Kingdom,England,4441,4238,12,191
North Somerset,https://northsomersetuk.overdrive.com,United Kingdom,England,4441,4238,12,191
Bath & North East Somerset Libraries,https://bathnesuk.overdrive.com,United Kingdom,England,4441,4238,12,191
Hangzhou Public Library (杭州图书馆),https://hzlib.overdrive.com,China,China,4428,4016,412,0
Southend-on-Sea Libraries,https://southendonseauk.overdrive.com,United Kingdom,England,4277,453,30,3793
City of Johannesburg Library Services,https://cojlibrary.overdrive.com,South Africa,Gauteng Province,4260,4081,179,0
Barrie Public Library,https://barrielibrary.overdrive.com,Canada,Ontario,4250,0,0,4246
Overdrive Baden-Württemberg,https://bw.overdrive.com,Germany,Baden-Württemberg,4245,3586,659,0
Somerset Library,https://somersetuk.overdrive.com,United Kingdom,England,4244,4041,12,191
Bibliotheques de Trois-Rivieres,https://v3r.overdrive.com,Canada,Quebec,4236,49,5,4182
Sint Maarten Library,https://sxmlibrary.overdrive.com,Netherlands,North Holland,4204,4115,89,0
Upper San Juan Library District,https://rubysisson.overdrive.com,United States,Colorado,4181,4179,0,0
Middlebury Public Library,https://middleburypubliclibrary.overdrive.com,United States,Connecticut,4154,3259,895,0
Gifu City Library,https://gifucity-d-library.overdrive.com,Japan,Gifu,4136,4131,5,0
Northwest Georgia Regional Library System,https://ngrls.overdrive.com,United States,Georgia,4109,3124,985,0
Les Bibliothèques de Sherbrooke,https://bibliothequesdesherbrooke.overdrive.com,Canada,Quebec,3940,3904,36,0
Vaski/Turku City Library,https://vaski.overdrive.com,Finland,Southern Finland,3877,2949,928,0
Telford & Wrekin Libraries,https://telford.overdrive.com,United Kingdom,England,3871,1706,943,1222
Réseau BIBLIO de la Montérégie,https://simba2.overdrive.com,Canada,Quebec,3860,3607,253,0
Meridian-Lauderdale County Public Library,https://meridianlauderdale.overdrive.com,United States,Mississippi,3843,3155,688,0
Mahwah Public Library,https://mahwahlibrary.overdrive.com,United States,New Jersey,3783,2890,893,0
Gloucestershire Libraries,https://glosuk.overdrive.com,United Kingdom,England,3664,0,0,3663
West Caldwell Public Library,https://westcaldwellnj.overdrive.com,United States,New Jersey,3663,2591,1071,0
Reading Libraries,https://readinguk.overdrive.com,United Kingdom,England,3655,0,0,3655
Lonesome Pine Regional Library,https://elprlibrary.overdrive.com,United States,Virginia,3648,3074,573,0
Seoul Metropolitan Library,https://seoullib.overdrive.com,South Korea,South Korea,3625,3592,33,0
PIKI Libraries,https://piki.overdrive.com,Finland,Finland,3562,2541,1021,0
Robert J. Kleberg Public Library,https://kleberglibrary.overdrive.com,United States,Texas,3519,3327,192,0
Northwestern Regional Library,https://nwrl.overdrive.com,United States,North Carolina,3515,3100,415,0
Stadtbibliothek Köln,https://koeln.overdrive.com,Germany,Cologne,3445,1997,1448,0
Oklahoma Department of Libraries,https://odl.overdrive.com,United States,Oklahoma,3445,2371,1074,0
Falkirk Libraries,https://falkirkuk.overdrive.com,United Kingdom,Scotland,3378,2010,1368,0
Teshio Town Social Welfare Center Library,https://teshiotown.overdrive.com,Japan,Hokkaido,3346,3346,0,0
Longport Public Library,https://downbeach.overdrive.com,United States,New Jersey,3327,2740,587,0
YongIn City Library,https://yonginlib.overdrive.com,South Korea,Gyeonggi Province,3295,3293,2,0
Trøndelag,https://trondelag.overdrive.com,Norway,Norway,3282,1932,1350,0
Harvin Clarendon County Library,https://clarendoncountylibrary.overdrive.com,United States,South Carolina,3224,2872,352,0
Stadtbibliothek Osnabrück,https://osnabrueck.overdrive.com,Germany,Germany,3186,2167,1019,0
New Haven Free Public Library,https://nhfpl.overdrive.com,United States,Connecticut,3186,2341,844,0
Lasalle Parish Library,https://lasalle.overdrive.com,United States,Louisiana,3145,3014,131,0
Jing'an District Library (上海市静安区图书馆),https://jaqtsg.overdrive.com,China,China,3145,2971,174,0
Northern New York Library Network,https://nnyoverdrive.overdrive.com,United States,New York,3144,2447,697,0
Utah State University,https://usu.overdrive.com,United States,Utah,3105,2323,782,0
East Riding Libraries,https://eastridinguk.overdrive.com,United Kingdom,England,3103,184,2919,0
Dorval Library,https://dorval.overdrive.com,Canada,Quebec,3009,2974,35,0
e-Thek,https://e-thek.overdrive.com,Switzerland,Zürich,2998,2499,474,25
East Grand Forks-Campbell Library,https://egfmn.overdrive.com,United States,Minnesota,2914,2362,552,0
Moorpark City Library,https://mpkdigital.overdrive.com,United States,California,2883,2504,376,0
Jackson/Hinds Library System,https://jhlibrary.overdrive.com,United States,Mississippi,2833,2423,408,0
Dogok Library,https://dogoklib.overdrive.com,South Korea,South Korea,2799,2769,30,0
Chengdu Library (成都图书馆),https://cdclib.overdrive.com,China,China,2724,2640,84,0
Perbadanan Perpustakaan Awam Selangor,https://ppas.overdrive.com,Malaysia,Selangor,2677,2565,112,0
Morgan City Public Library,https://morgancitylibrary.overdrive.com,United States,Louisiana,2649,2531,118,0
Suzhou Library (苏州图书馆),https://szlib.overdrive.com,China,China,2620,2426,194,0
Stonington Free Library,https://stonington.overdrive.com,United States,Connecticut,2581,2279,301,0
eBooks for You,https://ebooksforyou.overdrive.com,Switzerland,Switzerland,2550,2216,334,0
Hampshire Libraries,https://hampshireuk.overdrive.com,United Kingdom,England,2541,145,12,2383
Hainan Library (海南省图书馆),https://hilib.overdrive.com,China,China,2541,2395,146,0
Changsha Library (长沙图书馆),https://cs.overdrive.com,China,China,2534,2321,213,0
Sea Girt Public Library,https://seagirtnj.overdrive.com,United States,New Jersey,2499,1708,791,0
eMedien Franken,https://e-medien-franken.overdrive.com,Germany,Bayern,2484,507,1977,0
Jewish Public Library,https://jplmontreal.overdrive.com,Canada,Quebec,2473,2277,196,0
Paju Hanbit Library,https://pajulib.overdrive.com,South Korea,Gyeonggi Province,2468,2162,306,0
Blackfoot Public Library,https://blackfoot.overdrive.com,United States,Idaho,2439,1429,1010,0
Southwest Florida Library Network,https://southwestfl.overdrive.com,United States,Florida,2365,2157,208,0
Hamilton Digital Library,https://hamiltondigitallibrary.overdrive.com,United States,Tennessee,2270,2164,106,0
Lancashire County Library and Information Service,https://lancashireuk.overdrive.com,United Kingdom,England,2268,145,2123,0
Anseong-si Public Library,https://apl.overdrive.com,South Korea,Gyeonggi Province,2252,1937,315,0
Shire of Campaspe,https://campaspe.overdrive.com,Australia,Victoria,2207,582,476,1149
Morrin Centre Library,https://morrin.overdrive.com,Canada,Quebec,2200,1965,235,0
Leipziger Stadtbibliothek,https://stadtbibliothek-leipzig.overdrive.com,Germany,Leipzig,2184,1733,451,0
Mediothek Krefeld,https://mediothek.overdrive.com,Germany,North Rhine-Westphalia,2128,137,1990,0
Seocho Library,https://seocholib.overdrive.com,South Korea,Seoul,2105,2103,2,0
Comfamiliar Risaralda,https://bibliotecascomfamiliar.overdrive.com,Colombia,Periera,2083,2013,70,0
Wenzhou Library (温州市图书馆),https://wzlib.overdrive.com,China,China,2052,1903,149,0
Tateyama Municipal Library,https://tateyama-city.overdrive.com,Japan,Chiba,2036,2036,0,0
Longleaf Library Consortium,https://longleaf.overdrive.com,United States,Mississippi,1995,1583,412,0
Stadtbibliothek Graz,https://stadtbibliothek-graz.overdrive.com,Austria,Graz,1897,1709,188,0
High Country Library Network,https://hcln.overdrive.com,Australia,Victoria,1863,1075,787,0
Estacado Library Information Network,https://elin.overdrive.com,United States,New Mexico,1863,1511,352,0
Whitsunday Regional Council Library Service,https://whitsundayrc.overdrive.com,Australia,Queensland,1826,1239,587,0
Madera County Library,https://maderalibrary.overdrive.com,United States,California,1801,1637,164,0
Blue Hill Public Library,https://bluehill.overdrive.com,United States,Maine,1798,1275,523,0
O'Brien Memorial Library,https://obrienmemoriallibrary.overdrive.com,United States,Oregon,1749,1082,667,0
London Borough of Hillingdon Libraries,https://hillingdonuk.overdrive.com,United Kingdom,London,1744,1285,457,0
Saxton B. Little Free Library,https://saxtonblittle.overdrive.com,United States,Connecticut,1732,1042,690,0
Friend Memorial Library,https://friendmemorial.overdrive.com,United States,Maine,1729,1358,371,0
The Mercantile Library,https://mercantile.overdrive.com,United States,Ohio,1723,1390,333,0
Pettes Memorial Library,https://pettes.overdrive.com,Canada,Quebec,1713,1465,248,0
Stadtbibliothek Wuppertal,https://wuppertal.overdrive.com,Germany,North Rhine-Westphalia,1656,1116,540,0
Stadtbibliothek Paderborn,https://paderborn.overdrive.com,Germany,North Rhine-Westphalia,1647,1299,348,0
Library of Shijingshan District (石景山区图书馆),https://sjstsg.overdrive.com,China,China,1616,1392,224,0
Kunming Children's Library (昆明少年儿童图书馆),https://kmclib.overdrive.com,China,China,1575,1451,124,0
Uiwang City Global Library,https://uwlib.overdrive.com,South Korea,South Korea,1530,1301,229,0
Jiaxing Library (嘉兴市图书馆),https://jxlib.overdrive.com,China,China,1530,1444,86,0
Pentagon Library,https://pentagonlib.overdrive.com,United States,District of Columbia,1514,832,682,0
Wisconsin Academic Library Consortium,https://wiscal.overdrive.com,United States,Wisconsin,1503,1161,342,0
Cornell University Library,https://cornell.overdrive.com,United States,New York,1492,1132,360,0
Christie Community Library,https://christiecommunitylibrary.overdrive.com,Falkland Islands,East Falkland,1470,1297,173,0
"Bournemouth, Christchurch and Poole Council (BCP)",https://bcpcounciluk.overdrive.com,United Kingdom,England,1462,145,1126,191
Pokagon Tribal Library,https://pokagon.overdrive.com,United States,Michigan,1440,1217,223,0
Stadtbibliothek Gütersloh,https://guetersloh.overdrive.com,Germany,North Rhine-Westphalia,1424,1347,77,0
Eastern Cape Provincial Library Service,https://easterncape.overdrive.com,South Africa,Eastern Cape,1411,1371,40,0
Saint-Lazare Library,https://bibstlaz.overdrive.com,Canada,Quebec,1400,1363,37,0
Livingstone Shire Library Service,https://livingstone.overdrive.com,Australia,Queensland,1381,1093,288,0
Fujian Juvenile & Children's Library,https://fjclib.overdrive.com,China,China,1366,1366,0,0
National Council for the Blind of Ireland,https://ncbi.overdrive.com,,,1346,12,1334,0
Rice Public Library,https://ricepubliclibrary.overdrive.com,United States,Maine,1329,1163,166,0
Stadtbibliothek Braunschweig,https://braunschweig.overdrive.com,Germany,Niedersachsen,1303,0,1303,0
Chelsea Library,https://chelsea.overdrive.com,Canada,Quebec,1258,1132,126,0
Seychelles National Library,https://seynatlib.overdrive.com,Seychelles,Seychelles,1251,1203,48,0
Darlington Libraries,https://darlingtonuk.overdrive.com,United Kingdom,England,1234,413,820,0
Weifang Library (潍坊市图书馆),https://wflib.overdrive.com,China,China,1207,1090,117,0
OverDrive Schleswig-Holstein,https://s-h.overdrive.com,Germany,Germany,1168,0,1168,0
Slough Libraries,https://sloughuk.overdrive.com,United Kingdom,England,1164,453,29,681
Stadt- und Landesbibliothek Potsdam,https://slb-potsdam.overdrive.com,Germany,Germany,1163,751,412,0
Gyeonggi-do Cyber Library,https://cyberlibrary.overdrive.com,South Korea,Gyeonggi Province,1157,1064,93,0
Stadtbibliothek Karlsruhe,https://karlsruhe.overdrive.com,Germany,Baden-Württemberg,1152,1050,102,0
Onchan Public Library,https://onchan.overdrive.com,United Kingdom,Isle of Man,1135,703,432,0
Southampton City Libraries,https://southamptonuk.overdrive.com,United Kingdom,England,1130,453,676,0
New Mexico State Library Rural Services,https://nmruralbookmobiles.overdrive.com,United States,New Mexico,1101,981,120,0
Public Library InterLINK - Restricted to Print Disabled Patrons,https://interlinklibraries.overdrive.com,Canada,British Columbia,1079,1,1078,0
Shanghai Xuhui District Library ?????????,https://xhlib.overdrive.com,China,China,1073,1030,43,0
Maryland Deaf Culture Digital Library,https://marylanddcdl.overdrive.com,United States,Maryland,1052,989,63,0
Kennebunk Free Library,https://kennebunklibrary.overdrive.com,United States,Maine,1041,761,279,0
Uijeongbu Library,https://uilib.overdrive.com,South Korea,South Korea,1033,1005,28,0
Stadtbibliothek Pforzheim,https://pforzheim.overdrive.com,Germany,Baden-Württemberg,1033,946,87,0
Namyangju-si Library,https://nyjlib.overdrive.com,South Korea,South Korea,1010,1010,0,0
Stadtbücherei Münster,https://stadtbuechereimuenster.overdrive.com,Germany,North Rhine-Westphalia,933,859,74,0
Wuhan Jianghan District Library,https://jhlib.overdrive.com,China,China,928,901,27,0
Western Downs-South Burnett Consortium,https://wdsbau.overdrive.com,Australia,Queensland,904,461,443,0
Manno Town Library,https://manno.overdrive.com,Japan,Kagawa,889,882,7,0
Religionspädagogische Institute der Diözese Rottenburg-Stuttgart,https://rpidrs.overdrive.com,Germany,Germany,887,815,72,0
Kigali Public Library,https://kplonline.overdrive.com,Rwanda,Kigali City,879,785,94,0
Nantong Library,https://ntclib.overdrive.com,China,China,869,827,42,0
Hanson Community Library,https://hansonsd.overdrive.com,United States,South Dakota,864,842,22,0
Tibet Library,https://tibet.overdrive.com,China,China,815,791,24,0
Songshan Lake Library,https://ssllib.overdrive.com,China,Guangdong,795,775,20,0
Isaac Waldman Jewish Public Library,https://jccgv.overdrive.com,Canada,British Columbia,786,611,175,0
Stadtbibliothek Magdeburg,https://md.overdrive.com,Germany,Germany,785,576,209,0
Bristol Libraries,https://bristollibraries.overdrive.com,United Kingdom,England,745,525,29,191
Bundaberg Regional Library,https://bundabergqld.overdrive.com,Australia,Queensland,732,484,248,0
Falkland Community Library,https://falklandcommunitylibrary.overdrive.com,United Kingdom,Scotland,725,694,31,0
Literature Translation Institute of Korea,https://lti.overdrive.com,South Korea,South Korea,698,599,99,0
Scarborough Public Library,https://scarborough.overdrive.com,United States,Maine,672,634,38,0
Stadtbibliothek Halle,https://halle.overdrive.com,Germany,Germany,671,531,140,0
Yuseong-gu Library,https://yuseonglib.overdrive.com,South Korea,South Korea,667,667,0,0
Herrick Community Health Care Library,https://herricklibrary.overdrive.com,United States,California,664,623,41,0
Lake Area Technical College,https://lakeareatech.overdrive.com,United States,South Dakota,662,364,298,0
Zhuhai Jinwan District Library,https://jwlib.overdrive.com,China,China,637,612,25,0
Bangor Public Library,https://bangorpl.overdrive.com,United States,Maine,622,585,35,0
Hertfordshire Libraries,https://hertfordshireuk.overdrive.com,United Kingdom,England,619,0,0,618
Sefton Libraries,https://seftonuk.overdrive.com,United Kingdom,England,608,0,608,0
Stadt- und Landesbibliothek Dortmund,https://dortmund.overdrive.com,Germany,North Rhine-Westphalia,598,50,548,0
"Stockport Libraries, Information, Advice",https://stockportgb.overdrive.com,United Kingdom,England,581,145,436,0
Thunder Bay Public Library,https://tbpl.overdrive.com,Canada,Ontario,557,521,35,0
World Bank International Monetary Fund Library Network,https://librarynetwork.overdrive.com,United States,District of Columbia,511,461,50,0
Avondale Public Library,https://avondalelibrary.overdrive.com,United States,Arizona,502,332,170,0
Camden Council Library Service,https://camdennsw.overdrive.com,Australia,New South Wales,490,460,30,0
Gwangjin District Public Library,https://gwangjinlib.overdrive.com,South Korea,South Korea,481,481,0,0
North Lanarkshire Libraries,https://northlanarkshire.overdrive.com,United Kingdom,Scotland,473,0,0,472
Kantonsbibliothek St.Gallen,https://sgch.overdrive.com,Switzerland,Switzerland,434,300,134,0
Community College of Rhode Island,https://ccri.overdrive.com,United States,Rhode Island,406,377,29,0
Nachikatsuura Town Board of Education,https://nachikatsuuratown.overdrive.com,Japan,Wakayama,395,395,0,0
Tameside Libraries,https://tamesideuk.overdrive.com,United Kingdom,England,394,145,249,0
State Library of Kansas,https://statelibks.overdrive.com,United States,Kansas,390,369,20,0
Old Town Public Library,https://oldtownpub.overdrive.com,United States,Maine,390,369,20,0
Northampton Area Public Library,https://northamptonpa.overdrive.com,United States,Pennsylvania,390,369,20,0
Manchester Public Library,https://manchestergb.overdrive.com,United Kingdom,England,380,145,235,0
Montreal West Public Library,https://montrealwest.overdrive.com,Canada,Quebec,359,317,42,0
Piti Library,https://piti-library.overdrive.com,Myanmar,Yangon,339,228,111,0
Jamestown Philomenian Library,https://jamestownri.overdrive.com,United States,Rhode Island,333,333,0,0
Ichikawa City Ichikawa Station South Gate Library (Viax),https://ichikawaekinan.overdrive.com,Japan,Chiba,323,323,0,0
Oldham Libraries,https://oldhamgb.overdrive.com,United Kingdom,England,320,303,16,0
Midlothian Council Library Service,https://midlothianlibuk.overdrive.com,United Kingdom,Scotland,318,145,172,0
Stadtbücherei Bad Salzuflen,https://stabuebadsalzuflen.overdrive.com,Germany,North Rhine-Westphalia,317,272,45,0
Stadtbibliothek Detmold,https://detmold.overdrive.com,Germany,North Rhine-Westphalia,309,268,41,0
Perpustakaan Dewan Bahasa dan Pustaka Brunei,https://librarybrunei.overdrive.com,Brunei Darussalam,Brunei,297,274,23,0
Salford Libraries,https://salforduk.overdrive.com,United Kingdom,England,270,145,125,0
Samsung Electronics UK,https://samsung.overdrive.com,United Kingdom,London,159,25,134,0
Thurrock Library Service,https://thurrockuk.overdrive.com,United Kingdom,England,158,145,12,0
South Lanarkshire Libraries,https://slanarkshire.overdrive.com,United Kingdom,Scotland,158,145,12,0
Wigan Libraries,https://wiganuk.overdrive.com,United Kingdom,England,157,145,12,0
West Lothian Libraries,https://westlothianuk.overdrive.com,United Kingdom,Scotland,157,145,12,0
Trafford Libraries,https://traffordgb.overdrive.com,United Kingdom,England,157,145,12,0
Sunderland Libraries Services,https://sunderlanduk.overdrive.com,United Kingdom,England,157,145,12,0
Rochdale Libraries,https://rochdaleuk.overdrive.com,United Kingdom,England,157,145,12,0
Newcastle Libraries,https://newcastlelibsuk.overdrive.com,United Kingdom,England,157,145,12,0
Dumfries & Galloway Libraries,https://dumgaluk.overdrive.com,United Kingdom,Scotland,157,145,12,0
Bury Council Libraries,https://burycounciluk.overdrive.com,United Kingdom,England,157,145,12,0
Bolton Libraries,https://boltonuk.overdrive.com,United Kingdom,England,157,145,12,0
Blackburn with Darwen Library & Information Services,https://blackburnuk.overdrive.com,United Kingdom,England,157,145,12,0
Peterborough Public Library,https://ptbolibrary.overdrive.com,Canada,Ontario,65,50,12,0
Harrison County Library System,https://harrisonco.overdrive.com,United States,Mississippi,57,50,5,0
Orono Public Library,https://oronome.overdrive.com,United States,Maine,54,50,0,0
City of Kawartha Lakes Public Library,https://kawarthalakes.overdrive.com,Canada,Ontario,52,50,0,0
1SFG (A),https://1stsfgroup.overdrive.com,United States,Washington,48,30,18,0
Narragansett Public Library (Maury Loontjens),https://narlib.overdrive.com,,,3,0,0,0
MBK Ohio,https://mbkohio.overdrive.com,United States,Ohio,1,1,0,0
Lincoln Public Library,https://lincolnpublicri.overdrive.com,,,1,0,0,0
Beaver County Library System,https://beaverco.overdrive.com,United States,Pennsylvania,1,0,0,0
Barrington Public Library,https://barringtonri.overdrive.com,,,1,0,0,0
North Smithfield Public Library,https://northsmithfield.overdrive.com,United States,Rhode Island,0,0,0,0
Hope Library,https://hoperi.overdrive.com,United States,Rhode Island,0,0,0,0
East Providence Public Library,https://eprovidenceri.overdrive.com,United States,Rhode Island,0,0,0,0
Cumberland Public Library,https://cumberlandri.overdrive.com,United States,Rhode Island,0,0,0,0
